Experiment,Plant ID,Plot ID,Plant Num,Comments
24GD,24GD1004_008,24GD1004,,GER DRIL72
24GD,24GD1004_009,24GD1004,,GER DRIL72
24GD,24GD1004_010,24GD1004,,GER DRIL72
24GD,24GD1005_001,24GD1005,,GER DRIL72
24GD,24GD1005_002,24GD1005,,GER DRIL72
24GD,24GD1005_003,24GD1005,,GER DRIL72
24GD,24GD1005_004,24GD1005,,GER DRIL72
24GD,24GD1005_005,24GD1005,,GER DRIL72
24GD,24GD1005_006,24GD1005,,GER DRIL72
24GD,24GD1005_007,24GD1005,,GER DRIL72
24GD,24GD1005_008,24GD1005,,GER DRIL72
24GD,24GD1005_009,24GD1005,,GER DRIL72
24GD,24GD1005_010,24GD1005,,GER DRIL72
24GD,24GD1006_001,24GD1006,,GER DRIL72
24GD,24GD1006_002,24GD1006,,GER DRIL72
24GD,24GD1006_003,24GD1006,,GER DRIL72
24GD,24GD1006_004,24GD1006,,GER DRIL72
24GD,24GD1006_005,24GD1006,,GER DRIL72
24GD,24GD1006_006,24GD1006,,GER DRIL72
24GD,24GD1006_007,24GD1006,,GER DRIL72
24GD,24GD1006_008,24GD1006,,GER DRIL72
24GD,24GD1006_009,24GD1006,,GER DRIL72
24GD,24GD1006_010,24GD1006,,GER DRIL72
24GD,24GD1007_001,24GD1007,,GER DRIL72
24GD,24GD1007_002,24GD1007,,GER DRIL72
24GD,24GD1007_003,24GD1007,,GER DRIL72
24GD,24GD1007_004,24GD1007,,GER DRIL72
24GD,24GD1007_005,24GD1007,,GER DRIL72
24GD,24GD1007_006,24GD1007,,GER DRIL72
24GD,24GD1007_007,24GD1007,,GER DRIL72
24GD,24GD1007_008,24GD1007,,GER DRIL72
24GD,24GD1007_009,24GD1007,,GER DRIL72
24GD,24GD1007_010,24GD1007,,GER DRIL72
24GD,24GD1008_001,24GD1008,,GER DRIL72
24GD,24GD1008_002,24GD1008,,GER DRIL72
24GD,24GD1008_003,24GD1008,,GER DRIL72
24GD,24GD1008_004,24GD1008,,GER DRIL72
24GD,24GD1008_005,24GD1008,,GER DRIL72
24GD,24GD1008_006,24GD1008,,GER DRIL72
24GD,24GD1008_007,24GD1008,,GER DRIL72
24GD,24GD1008_008,24GD1008,,GER DRIL72
24GD,24GD1008_009,24GD1008,,GER DRIL72
24GD,24GD1008_010,24GD1008,,GER DRIL72
24GD,24GD1009_001,24GD1009,,GER DRIL72
24GD,24GD1009_002,24GD1009,,GER DRIL72
24GD,24GD1009_003,24GD1009,,GER DRIL72
24GD,24GD1009_004,24GD1009,,GER DRIL72
24GD,24GD1009_005,24GD1009,,GER DRIL72
24GD,24GD1009_006,24GD1009,,GER DRIL72
24GD,24GD1009_007,24GD1009,,GER DRIL72
24GD,24GD1009_008,24GD1009,,GER DRIL72
24GD,24GD1009_009,24GD1009,,GER DRIL72
24GD,24GD1009_010,24GD1009,,GER DRIL72
24GD,24GD1010_001,24GD1010,,GER DRIL72
24GD,24GD1010_002,24GD1010,,GER DRIL72
24GD,24GD1010_003,24GD1010,,GER DRIL72
24GD,24GD1010_004,24GD1010,,GER DRIL72
24GD,24GD1010_005,24GD1010,,GER DRIL72
24GD,24GD1010_006,24GD1010,,GER DRIL72
24GD,24GD1010_007,24GD1010,,GER DRIL72
24GD,24GD1010_008,24GD1010,,GER DRIL72
24GD,24GD1010_009,24GD1010,,GER DRIL72
24GD,24GD1010_010,24GD1010,,GER DRIL72
24GD,24GD1011_001,24GD1011,,GER DRIL72
24GD,24GD1011_002,24GD1011,,GER DRIL72
24GD,24GD1011_003,24GD1011,,GER DRIL72
24GD,24GD1011_004,24GD1011,,GER DRIL72
24GD,24GD1011_005,24GD1011,,GER DRIL72
24GD,24GD1011_006,24GD1011,,GER DRIL72
24GD,24GD1011_007,24GD1011,,GER DRIL72
24GD,24GD1011_008,24GD1011,,GER DRIL72
24GD,24GD1011_009,24GD1011,,GER DRIL72
24GD,24GD1011_010,24GD1011,,GER DRIL72
24GD,24GD1012_001,24GD1012,,GER DRIL72
24GD,24GD1012_002,24GD1012,,GER DRIL72
24GD,24GD1012_003,24GD1012,,GER DRIL72
24GD,24GD1012_004,24GD1012,,GER DRIL72
24GD,24GD1012_005,24GD1012,,GER DRIL72
24GD,24GD1012_006,24GD1012,,GER DRIL72
24GD,24GD1012_007,24GD1012,,GER DRIL72
24GD,24GD1012_008,24GD1012,,GER DRIL72
24GD,24GD1012_009,24GD1012,,GER DRIL72
24GD,24GD1012_010,24GD1012,,GER DRIL72
24GD,24GD1013_001,24GD1013,,GER DRIL72
24GD,24GD1013_002,24GD1013,,GER DRIL72
24GD,24GD1013_003,24GD1013,,GER DRIL72
24GD,24GD1013_004,24GD1013,,GER DRIL72
24GD,24GD1013_005,24GD1013,,GER DRIL72
24GD,24GD1013_006,24GD1013,,GER DRIL72
24GD,24GD1013_007,24GD1013,,GER DRIL72
24GD,24GD1013_008,24GD1013,,GER DRIL72
24GD,24GD1013_009,24GD1013,,GER DRIL72
24GD,24GD1013_010,24GD1013,,GER DRIL72
24GD,24GD1014_001,24GD1014,,GER DRIL72
24GD,24GD1014_002,24GD1014,,GER DRIL72
24GD,24GD1014_003,24GD1014,,GER DRIL72
24GD,24GD1014_004,24GD1014,,GER DRIL72
24GD,24GD1014_005,24GD1014,,GER DRIL72
24GD,24GD1014_006,24GD1014,,GER DRIL72
24GD,24GD1014_007,24GD1014,,GER DRIL72
24GD,24GD1014_008,24GD1014,,GER DRIL72
24GD,24GD1014_009,24GD1014,,GER DRIL72
24GD,24GD1014_010,24GD1014,,GER DRIL72
24GD,24GD1015_001,24GD1015,,GER DRIL72
24GD,24GD1015_002,24GD1015,,GER DRIL72
24GD,24GD1015_003,24GD1015,,GER DRIL72
24GD,24GD1015_004,24GD1015,,GER DRIL72
24GD,24GD1015_005,24GD1015,,GER DRIL72
24GD,24GD1015_006,24GD1015,,GER DRIL72
24GD,24GD1015_007,24GD1015,,GER DRIL72
24GD,24GD1015_008,24GD1015,,GER DRIL72
24GD,24GD1015_009,24GD1015,,GER DRIL72
24GD,24GD1015_010,24GD1015,,GER DRIL72
24GD,24GD1016_001,24GD1016,,GER DRIL72
24GD,24GD1016_002,24GD1016,,GER DRIL72
24GD,24GD1016_003,24GD1016,,GER DRIL72
24GD,24GD1016_004,24GD1016,,GER DRIL72
24GD,24GD1016_005,24GD1016,,GER DRIL72
24GD,24GD1016_006,24GD1016,,GER DRIL72
24GD,24GD1016_007,24GD1016,,GER DRIL72
24GD,24GD1016_008,24GD1016,,GER DRIL72
24GD,24GD1016_009,24GD1016,,GER DRIL72
24GD,24GD1016_010,24GD1016,,GER DRIL72
24GD,24GD1017_001,24GD1017,,GER DRIL72
24GD,24GD1017_002,24GD1017,,GER DRIL72
24GD,24GD1017_003,24GD1017,,GER DRIL72
24GD,24GD1017_004,24GD1017,,GER DRIL72
24GD,24GD1017_005,24GD1017,,GER DRIL72
24GD,24GD1017_006,24GD1017,,GER DRIL72
24GD,24GD1017_007,24GD1017,,GER DRIL72
24GD,24GD1017_008,24GD1017,,GER DRIL72
24GD,24GD1017_009,24GD1017,,GER DRIL72
24GD,24GD1017_010,24GD1017,,GER DRIL72
24GD,24GD1018_001,24GD1018,,GER DRIL72
24GD,24GD1018_002,24GD1018,,GER DRIL72
24GD,24GD1018_003,24GD1018,,GER DRIL72
24GD,24GD1018_004,24GD1018,,GER DRIL72
24GD,24GD1018_005,24GD1018,,GER DRIL72
24GD,24GD1018_006,24GD1018,,GER DRIL72
24GD,24GD1018_007,24GD1018,,GER DRIL72
24GD,24GD1018_008,24GD1018,,GER DRIL72
24GD,24GD1018_009,24GD1018,,GER DRIL72
24GD,24GD1018_010,24GD1018,,GER DRIL72
24GD,24GD1019_001,24GD1019,,GER DRIL72
24GD,24GD1019_002,24GD1019,,GER DRIL72
24GD,24GD1019_003,24GD1019,,GER DRIL72
24GD,24GD1019_004,24GD1019,,GER DRIL72
24GD,24GD1019_005,24GD1019,,GER DRIL72
24GD,24GD1019_006,24GD1019,,GER DRIL72
24GD,24GD1019_007,24GD1019,,GER DRIL72
24GD,24GD1019_008,24GD1019,,GER DRIL72
24GD,24GD1019_009,24GD1019,,GER DRIL72
24GD,24GD1019_010,24GD1019,,GER DRIL72
24GD,24GD1020_001,24GD1020,,GER DRIL72
24GD,24GD1020_002,24GD1020,,GER DRIL72
24GD,24GD1020_003,24GD1020,,GER DRIL72
24GD,24GD1020_004,24GD1020,,GER DRIL72
24GD,24GD1020_005,24GD1020,,GER DRIL72
24GD,24GD1020_006,24GD1020,,GER DRIL72
24GD,24GD1020_007,24GD1020,,GER DRIL72
24GD,24GD1020_008,24GD1020,,GER DRIL72
24GD,24GD1020_009,24GD1020,,GER DRIL72
24GD,24GD1020_010,24GD1020,,GER DRIL72
24GD,24GD1021_001,24GD1021,,GER DRIL72
24GD,24GD1021_002,24GD1021,,GER DRIL72
24GD,24GD1021_003,24GD1021,,GER DRIL72
24GD,24GD1021_004,24GD1021,,GER DRIL72
24GD,24GD1021_005,24GD1021,,GER DRIL72
24GD,24GD1021_006,24GD1021,,GER DRIL72
24GD,24GD1021_007,24GD1021,,GER DRIL72
24GD,24GD1021_008,24GD1021,,GER DRIL72
24GD,24GD1021_009,24GD1021,,GER DRIL72
24GD,24GD1021_010,24GD1021,,GER DRIL72
24GD,24GD1022_001,24GD1022,,GER DRIL72
24GD,24GD1022_002,24GD1022,,GER DRIL72
24GD,24GD1022_003,24GD1022,,GER DRIL72
24GD,24GD1022_004,24GD1022,,GER DRIL72
24GD,24GD1022_005,24GD1022,,GER DRIL72
24GD,24GD1022_006,24GD1022,,GER DRIL72
24GD,24GD1022_007,24GD1022,,GER DRIL72
24GD,24GD1022_008,24GD1022,,GER DRIL72
24GD,24GD1022_009,24GD1022,,GER DRIL72
24GD,24GD1022_010,24GD1022,,GER DRIL72
24GD,24GD1023_001,24GD1023,,GER DRIL72
24GD,24GD1023_002,24GD1023,,GER DRIL72
24GD,24GD1023_003,24GD1023,,GER DRIL72
24GD,24GD1023_004,24GD1023,,GER DRIL72
24GD,24GD1023_005,24GD1023,,GER DRIL72
24GD,24GD1023_006,24GD1023,,GER DRIL72
24GD,24GD1023_007,24GD1023,,GER DRIL72
24GD,24GD1023_008,24GD1023,,GER DRIL72
24GD,24GD1023_009,24GD1023,,GER DRIL72
24GD,24GD1023_010,24GD1023,,GER DRIL72
24GD,24GD1024_001,24GD1024,,GER DRIL72
24GD,24GD1024_002,24GD1024,,GER DRIL72
24GD,24GD1024_003,24GD1024,,GER DRIL72
24GD,24GD1024_004,24GD1024,,GER DRIL72
24GD,24GD1024_005,24GD1024,,GER DRIL72
24GD,24GD1024_006,24GD1024,,GER DRIL72
24GD,24GD1024_007,24GD1024,,GER DRIL72
24GD,24GD1024_008,24GD1024,,GER DRIL72
24GD,24GD1024_009,24GD1024,,GER DRIL72
24GD,24GD1024_010,24GD1024,,GER DRIL72
24GD,24GD1025_001,24GD1025,,GER DRIL72
24GD,24GD1025_002,24GD1025,,GER DRIL72
24GD,24GD1025_003,24GD1025,,GER DRIL72
24GD,24GD1025_004,24GD1025,,GER DRIL72
24GD,24GD1025_005,24GD1025,,GER DRIL72
24GD,24GD1025_006,24GD1025,,GER DRIL72
24GD,24GD1025_007,24GD1025,,GER DRIL72
24GD,24GD1025_008,24GD1025,,GER DRIL72
24GD,24GD1025_009,24GD1025,,GER DRIL72
24GD,24GD1025_010,24GD1025,,GER DRIL72
24GD,24GD1026_001,24GD1026,,GER DRIL72
24GD,24GD1026_002,24GD1026,,GER DRIL72
24GD,24GD1026_003,24GD1026,,GER DRIL72
24GD,24GD1026_004,24GD1026,,GER DRIL72
24GD,24GD1026_005,24GD1026,,GER DRIL72
24GD,24GD1026_006,24GD1026,,GER DRIL72
24GD,24GD1026_007,24GD1026,,GER DRIL72
24GD,24GD1026_008,24GD1026,,GER DRIL72
24GD,24GD1026_009,24GD1026,,GER DRIL72
24GD,24GD1026_010,24GD1026,,GER DRIL72
24GD,24GD1027_001,24GD1027,,GER DRIL72
24GD,24GD1027_002,24GD1027,,GER DRIL72
24GD,24GD1027_003,24GD1027,,GER DRIL72
24GD,24GD1027_004,24GD1027,,GER DRIL72
24GD,24GD1027_005,24GD1027,,GER DRIL72
24GD,24GD1027_006,24GD1027,,GER DRIL72
24GD,24GD1027_007,24GD1027,,GER DRIL72
24GD,24GD1027_008,24GD1027,,GER DRIL72
24GD,24GD1027_009,24GD1027,,GER DRIL72
24GD,24GD1027_010,24GD1027,,GER DRIL72
24GD,24GD1028_001,24GD1028,,GER DRIL72
24GD,24GD1028_002,24GD1028,,GER DRIL72
24GD,24GD1028_003,24GD1028,,GER DRIL72
24GD,24GD1028_004,24GD1028,,GER DRIL72
24GD,24GD1028_005,24GD1028,,GER DRIL72
24GD,24GD1028_006,24GD1028,,GER DRIL72
24GD,24GD1028_007,24GD1028,,GER DRIL72
24GD,24GD1028_008,24GD1028,,GER DRIL72
24GD,24GD1028_009,24GD1028,,GER DRIL72
24GD,24GD1028_010,24GD1028,,GER DRIL72
24GD,24GD1029_001,24GD1029,,GER DRIL72
24GD,24GD1029_002,24GD1029,,GER DRIL72
24GD,24GD1029_003,24GD1029,,GER DRIL72
24GD,24GD1029_004,24GD1029,,GER DRIL72
24GD,24GD1029_005,24GD1029,,GER DRIL72
24GD,24GD1029_006,24GD1029,,GER DRIL72
24GD,24GD1029_007,24GD1029,,GER DRIL72
24GD,24GD1029_008,24GD1029,,GER DRIL72
24GD,24GD1029_009,24GD1029,,GER DRIL72
24GD,24GD1029_010,24GD1029,,GER DRIL72
24GD,24GD1030_001,24GD1030,,GER DRIL72
24GD,24GD1030_002,24GD1030,,GER DRIL72
24GD,24GD1030_003,24GD1030,,GER DRIL72
24GD,24GD1030_004,24GD1030,,GER DRIL72
24GD,24GD1030_005,24GD1030,,GER DRIL72
24GD,24GD1030_006,24GD1030,,GER DRIL72
24GD,24GD1030_007,24GD1030,,GER DRIL72
24GD,24GD1030_008,24GD1030,,GER DRIL72
24GD,24GD1030_009,24GD1030,,GER DRIL72
24GD,24GD1030_010,24GD1030,,GER DRIL72
24GD,24GD1031_001,24GD1031,,GER DRIL72
24GD,24GD1031_002,24GD1031,,GER DRIL72
24GD,24GD1031_003,24GD1031,,GER DRIL72
24GD,24GD1031_004,24GD1031,,GER DRIL72
24GD,24GD1031_005,24GD1031,,GER DRIL72
24GD,24GD1031_006,24GD1031,,GER DRIL72
24GD,24GD1031_007,24GD1031,,GER DRIL72
24GD,24GD1031_008,24GD1031,,GER DRIL72
24GD,24GD1031_009,24GD1031,,GER DRIL72
24GD,24GD1031_010,24GD1031,,GER DRIL72
24GD,24GD1032_001,24GD1032,,GER DRIL72
24GD,24GD1032_002,24GD1032,,GER DRIL72
24GD,24GD1032_003,24GD1032,,GER DRIL72
24GD,24GD1032_004,24GD1032,,GER DRIL72
24GD,24GD1032_005,24GD1032,,GER DRIL72
24GD,24GD1032_006,24GD1032,,GER DRIL72
24GD,24GD1032_007,24GD1032,,GER DRIL72
24GD,24GD1032_008,24GD1032,,GER DRIL72
24GD,24GD1032_009,24GD1032,,GER DRIL72
24GD,24GD1032_010,24GD1032,,GER DRIL72
24GD,24GD1033_001,24GD1033,,GER DRIL72
24GD,24GD1033_002,24GD1033,,GER DRIL72
24GD,24GD1033_003,24GD1033,,GER DRIL72
24GD,24GD1033_004,24GD1033,,GER DRIL72
24GD,24GD1033_005,24GD1033,,GER DRIL72
24GD,24GD1033_006,24GD1033,,GER DRIL72
24GD,24GD1033_007,24GD1033,,GER DRIL72
24GD,24GD1033_008,24GD1033,,GER DRIL72
24GD,24GD1033_009,24GD1033,,GER DRIL72
24GD,24GD1033_010,24GD1033,,GER DRIL72
24GD,24GD1034_001,24GD1034,,GER DRIL72
24GD,24GD1034_002,24GD1034,,GER DRIL72
24GD,24GD1034_003,24GD1034,,GER DRIL72
24GD,24GD1034_004,24GD1034,,GER DRIL72
24GD,24GD1034_005,24GD1034,,GER DRIL72
24GD,24GD1034_006,24GD1034,,GER DRIL72
24GD,24GD1034_007,24GD1034,,GER DRIL72
24GD,24GD1034_008,24GD1034,,GER DRIL72
24GD,24GD1034_009,24GD1034,,GER DRIL72
24GD,24GD1034_010,24GD1034,,GER DRIL72
24GD,24GD1035_001,24GD1035,,GER DRIL72
24GD,24GD1035_002,24GD1035,,GER DRIL72
24GD,24GD1035_003,24GD1035,,GER DRIL72
24GD,24GD1035_004,24GD1035,,GER DRIL72
24GD,24GD1035_005,24GD1035,,GER DRIL72
24GD,24GD1035_006,24GD1035,,GER DRIL72
24GD,24GD1035_007,24GD1035,,GER DRIL72
24GD,24GD1035_008,24GD1035,,GER DRIL72
24GD,24GD1035_009,24GD1035,,GER DRIL72
24GD,24GD1035_010,24GD1035,,GER DRIL72
24GD,24GD1036_001,24GD1036,,GER DRIL72
24GD,24GD1036_002,24GD1036,,GER DRIL72
24GD,24GD1036_003,24GD1036,,GER DRIL72
24GD,24GD1036_004,24GD1036,,GER DRIL72
24GD,24GD1036_005,24GD1036,,GER DRIL72
24GD,24GD1036_006,24GD1036,,GER DRIL72
24GD,24GD1036_007,24GD1036,,GER DRIL72
24GD,24GD1036_008,24GD1036,,GER DRIL72
24GD,24GD1036_009,24GD1036,,GER DRIL72
24GD,24GD1036_010,24GD1036,,GER DRIL72
24GD,24GD1037_001,24GD1037,,GER DRIL72
24GD,24GD1037_002,24GD1037,,GER DRIL72
24GD,24GD1037_003,24GD1037,,GER DRIL72
24GD,24GD1037_004,24GD1037,,GER DRIL72
24GD,24GD1037_005,24GD1037,,GER DRIL72
24GD,24GD1037_006,24GD1037,,GER DRIL72
24GD,24GD1037_007,24GD1037,,GER DRIL72
24GD,24GD1037_008,24GD1037,,GER DRIL72
24GD,24GD1037_009,24GD1037,,GER DRIL72
24GD,24GD1037_010,24GD1037,,GER DRIL72
24GD,24GD1038_001,24GD1038,,GER DRIL72
24GD,24GD1038_002,24GD1038,,GER DRIL72
24GD,24GD1038_003,24GD1038,,GER DRIL72
24GD,24GD1038_004,24GD1038,,GER DRIL72
24GD,24GD1038_005,24GD1038,,GER DRIL72
24GD,24GD1038_006,24GD1038,,GER DRIL72
24GD,24GD1038_007,24GD1038,,GER DRIL72
24GD,24GD1038_008,24GD1038,,GER DRIL72
24GD,24GD1038_009,24GD1038,,GER DRIL72
24GD,24GD1038_010,24GD1038,,GER DRIL72
24GD,24GD1039_001,24GD1039,,GER DRIL72
24GD,24GD1039_002,24GD1039,,GER DRIL72
24GD,24GD1039_003,24GD1039,,GER DRIL72
24GD,24GD1039_004,24GD1039,,GER DRIL72
24GD,24GD1039_005,24GD1039,,GER DRIL72
24GD,24GD1039_006,24GD1039,,GER DRIL72
24GD,24GD1039_007,24GD1039,,GER DRIL72
24GD,24GD1039_008,24GD1039,,GER DRIL72
24GD,24GD1039_009,24GD1039,,GER DRIL72
24GD,24GD1039_010,24GD1039,,GER DRIL72
24GD,24GD1040_001,24GD1040,,GER DRIL72
24GD,24GD1040_002,24GD1040,,GER DRIL72
24GD,24GD1040_003,24GD1040,,GER DRIL72
24GD,24GD1040_004,24GD1040,,GER DRIL72
24GD,24GD1040_005,24GD1040,,GER DRIL72
24GD,24GD1040_006,24GD1040,,GER DRIL72
24GD,24GD1040_007,24GD1040,,GER DRIL72
24GD,24GD1040_008,24GD1040,,GER DRIL72
24GD,24GD1040_009,24GD1040,,GER DRIL72
24GD,24GD1040_010,24GD1040,,GER DRIL72
24GD,24GD1041_001,24GD1041,,GER DRIL72
24GD,24GD1041_002,24GD1041,,GER DRIL72
24GD,24GD1041_003,24GD1041,,GER DRIL72
24GD,24GD1041_004,24GD1041,,GER DRIL72
24GD,24GD1041_005,24GD1041,,GER DRIL72
24GD,24GD1041_006,24GD1041,,GER DRIL72
24GD,24GD1041_007,24GD1041,,GER DRIL72
24GD,24GD1041_008,24GD1041,,GER DRIL72
24GD,24GD1041_009,24GD1041,,GER DRIL72
24GD,24GD1041_010,24GD1041,,GER DRIL72
24GD,24GD1042_001,24GD1042,,GER DRIL72
24GD,24GD1042_002,24GD1042,,GER DRIL72
24GD,24GD1042_003,24GD1042,,GER DRIL72
24GD,24GD1042_004,24GD1042,,GER DRIL72
24GD,24GD1042_005,24GD1042,,GER DRIL72
24GD,24GD1042_006,24GD1042,,GER DRIL72
24GD,24GD1042_007,24GD1042,,GER DRIL72
24GD,24GD1042_008,24GD1042,,GER DRIL72
24GD,24GD1042_009,24GD1042,,GER DRIL72
24GD,24GD1042_010,24GD1042,,GER DRIL72
24GD,24GD1043_001,24GD1043,,GER DRIL72
24GD,24GD1043_002,24GD1043,,GER DRIL72
24GD,24GD1043_003,24GD1043,,GER DRIL72
24GD,24GD1043_004,24GD1043,,GER DRIL72
24GD,24GD1043_005,24GD1043,,GER DRIL72
24GD,24GD1043_006,24GD1043,,GER DRIL72
24GD,24GD1043_007,24GD1043,,GER DRIL72
24GD,24GD1043_008,24GD1043,,GER DRIL72
24GD,24GD1043_009,24GD1043,,GER DRIL72
24GD,24GD1043_010,24GD1043,,GER DRIL72
24GD,24GD1044_001,24GD1044,,GER DRIL72
24GD,24GD1044_002,24GD1044,,GER DRIL72
24GD,24GD1044_003,24GD1044,,GER DRIL72
24GD,24GD1044_004,24GD1044,,GER DRIL72
24GD,24GD1044_005,24GD1044,,GER DRIL72
24GD,24GD1044_006,24GD1044,,GER DRIL72
24GD,24GD1044_007,24GD1044,,GER DRIL72
24GD,24GD1044_008,24GD1044,,GER DRIL72
24GD,24GD1044_009,24GD1044,,GER DRIL72
24GD,24GD1044_010,24GD1044,,GER DRIL72
24GD,24GD1045_001,24GD1045,,GER DRIL72
24GD,24GD1045_002,24GD1045,,GER DRIL72
24GD,24GD1045_003,24GD1045,,GER DRIL72
24GD,24GD1045_004,24GD1045,,GER DRIL72
24GD,24GD1045_005,24GD1045,,GER DRIL72
24GD,24GD1045_006,24GD1045,,GER DRIL72
24GD,24GD1045_007,24GD1045,,GER DRIL72
24GD,24GD1045_008,24GD1045,,GER DRIL72
24GD,24GD1045_009,24GD1045,,GER DRIL72
24GD,24GD1045_010,24GD1045,,GER DRIL72
24GD,24GD1046_001,24GD1046,,GER DRIL72
24GD,24GD1046_002,24GD1046,,GER DRIL72
24GD,24GD1046_003,24GD1046,,GER DRIL72
24GD,24GD1046_004,24GD1046,,GER DRIL72
24GD,24GD1046_005,24GD1046,,GER DRIL72
24GD,24GD1046_006,24GD1046,,GER DRIL72
24GD,24GD1046_007,24GD1046,,GER DRIL72
24GD,24GD1046_008,24GD1046,,GER DRIL72
24GD,24GD1046_009,24GD1046,,GER DRIL72
24GD,24GD1046_010,24GD1046,,GER DRIL72
24GD,24GD1047_001,24GD1047,,GER DRIL72
24GD,24GD1047_002,24GD1047,,GER DRIL72
24GD,24GD1047_003,24GD1047,,GER DRIL72
24GD,24GD1047_004,24GD1047,,GER DRIL72
24GD,24GD1047_005,24GD1047,,GER DRIL72
24GD,24GD1047_006,24GD1047,,GER DRIL72
24GD,24GD1047_007,24GD1047,,GER DRIL72
24GD,24GD1047_008,24GD1047,,GER DRIL72
24GD,24GD1047_009,24GD1047,,GER DRIL72
24GD,24GD1047_010,24GD1047,,GER DRIL72
24GD,24GD1048_001,24GD1048,,GER DRIL72
24GD,24GD1048_002,24GD1048,,GER DRIL72
24GD,24GD1048_003,24GD1048,,GER DRIL72
24GD,24GD1048_004,24GD1048,,GER DRIL72
24GD,24GD1048_005,24GD1048,,GER DRIL72
24GD,24GD1048_006,24GD1048,,GER DRIL72
24GD,24GD1048_007,24GD1048,,GER DRIL72
24GD,24GD1048_008,24GD1048,,GER DRIL72
24GD,24GD1048_009,24GD1048,,GER DRIL72
24GD,24GD1048_010,24GD1048,,GER DRIL72
24GD,24GD1049_001,24GD1049,,GER DRIL72
24GD,24GD1049_002,24GD1049,,GER DRIL72
24GD,24GD1049_003,24GD1049,,GER DRIL72
24GD,24GD1049_004,24GD1049,,GER DRIL72
24GD,24GD1049_005,24GD1049,,GER DRIL72
24GD,24GD1049_006,24GD1049,,GER DRIL72
24GD,24GD1049_007,24GD1049,,GER DRIL72
24GD,24GD1049_008,24GD1049,,GER DRIL72
24GD,24GD1049_009,24GD1049,,GER DRIL72
24GD,24GD1049_010,24GD1049,,GER DRIL72
24GD,24GD1050_001,24GD1050,,GER DRIL72
24GD,24GD1050_002,24GD1050,,GER DRIL72
24GD,24GD1050_003,24GD1050,,GER DRIL72
24GD,24GD1050_004,24GD1050,,GER DRIL72
24GD,24GD1050_005,24GD1050,,GER DRIL72
24GD,24GD1050_006,24GD1050,,GER DRIL72
24GD,24GD1050_007,24GD1050,,GER DRIL72
24GD,24GD1050_008,24GD1050,,GER DRIL72
24GD,24GD1050_009,24GD1050,,GER DRIL72
24GD,24GD1050_010,24GD1050,,GER DRIL72
24GD,24GD1051_001,24GD1051,,GER DRIL72
24GD,24GD1051_002,24GD1051,,GER DRIL72
24GD,24GD1051_003,24GD1051,,GER DRIL72
24GD,24GD1051_004,24GD1051,,GER DRIL72
24GD,24GD1051_005,24GD1051,,GER DRIL72
24GD,24GD1051_006,24GD1051,,GER DRIL72
24GD,24GD1051_007,24GD1051,,GER DRIL72
24GD,24GD1051_008,24GD1051,,GER DRIL72
24GD,24GD1051_009,24GD1051,,GER DRIL72
24GD,24GD1051_010,24GD1051,,GER DRIL72
24GD,24GD1052_001,24GD1052,,GER DRIL72
24GD,24GD1052_002,24GD1052,,GER DRIL72
24GD,24GD1052_003,24GD1052,,GER DRIL72
24GD,24GD1052_004,24GD1052,,GER DRIL72
24GD,24GD1052_005,24GD1052,,GER DRIL72
24GD,24GD1052_006,24GD1052,,GER DRIL72
